[2022-05-04 02:30:00,935][run.py][line:113][INFO] start training on GPU 0!
[2022-05-04 02:30:00,935][run.py][line:114][INFO] Namespace(bert_model_dir='', bert_tokenizer_dir='', bert_dim=1024, hidden_dim=300, mlp_layers=2, gnn_layers=2, emb_dim=1024, attn_type='rgcn', no_rel_attn=False, max_sent_len=200, no_cuda=False, dataset_name='EmoryNLP', windowp=1, windowf=0, max_grad_norm=5.0, lr=5e-05, dropout=0.3, batch_size=32, epochs=100, tensorboard=False, nodal_att_type=None, cuda=True)
[2022-05-04 02:30:16,493][run.py][line:168][INFO] Epoch: 1, train_loss: 1.7744, train_acc: 56.46, train_fscore: 52.86, valid_loss: 1.7114, valid_acc: 42.49, valid_fscore: 37.27, test_loss: 1.756, test_acc: 40.96, test_fscore: 34.78, time: 7.13 sec
[2022-05-04 02:39:04,421][run.py][line:168][INFO] Epoch: 93, train_loss: 0.1346, train_acc: 96.1, train_fscore: 96.1, valid_loss: 4.8044, valid_acc: 35.57, valid_fscore: 35.79, test_loss: 4.7368, test_acc: 37.95, test_fscore: 37.21, time: 5.69 sec
[2022-05-04 02:39:10,001][run.py][line:168][INFO] Epoch: 94, train_loss: 0.1333, train_acc: 96.1, train_fscore: 96.09, valid_loss: 5.4668, valid_acc: 35.27, valid_fscore: 35.41, test_loss: 4.8095, test_acc: 38.03, test_fscore: 37.39, time: 5.58 sec
[2022-05-04 02:39:15,668][run.py][line:168][INFO] Epoch: 95, train_loss: 0.1229, train_acc: 96.51, train_fscore: 96.5, valid_loss: 5.2595, valid_acc: 36.61, valid_fscore: 36.44, test_loss: 4.9756, test_acc: 38.25, test_fscore: 37.36, time: 5.67 sec
[2022-05-04 02:39:21,343][run.py][line:168][INFO] Epoch: 96, train_loss: 0.1334, train_acc: 96.07, train_fscore: 96.06, valid_loss: 4.7136, valid_acc: 35.34, valid_fscore: 35.52, test_loss: 4.8431, test_acc: 38.1, test_fscore: 37.59, time: 5.67 sec
[2022-05-04 02:39:26,999][run.py][line:168][INFO] Epoch: 97, train_loss: 0.1365, train_acc: 95.87, train_fscore: 95.86, valid_loss: 4.6675, valid_acc: 35.64, valid_fscore: 35.63, test_loss: 4.8599, test_acc: 38.03, test_fscore: 37.38, time: 5.66 sec
[2022-05-04 02:39:32,544][run.py][line:168][INFO] Epoch: 98, train_loss: 0.1332, train_acc: 96.1, train_fscore: 96.09, valid_loss: 4.9357, valid_acc: 35.12, valid_fscore: 35.11, test_loss: 4.9552, test_acc: 38.18, test_fscore: 37.56, time: 5.54 sec
[2022-05-04 02:39:38,114][run.py][line:168][INFO] Epoch: 99, train_loss: 0.1297, train_acc: 96.18, train_fscore: 96.18, valid_loss: 5.1327, valid_acc: 36.01, valid_fscore: 35.84, test_loss: 4.994, test_acc: 37.35, test_fscore: 36.34, time: 5.57 sec
[2022-05-04 02:39:43,710][run.py][line:168][INFO] Epoch: 100, train_loss: 0.1224, train_acc: 96.41, train_fscore: 96.4, valid_loss: 5.4607, valid_acc: 35.71, valid_fscore: 35.76, test_loss: 5.0451, test_acc: 38.03, test_fscore: 37.35, time: 5.6 sec
[2022-05-04 02:39:43,710][run.py][line:180][INFO] finish training!
[2022-05-04 02:39:43,710][run.py][line:196][INFO] Best F-Score based on validation:37.98
[2022-05-04 02:39:43,710][run.py][line:197][INFO] Best F-Score based on test:39.09
